date,open,high,low,close,volume
2020-09-22 19:14:00,120.3,120.3,120.3,120.3,900.0
2020-09-22 19:02:00,120.3,120.3,120.3,120.3,106.0
2020-09-22 19:01:00,120.3,120.3,120.3,120.3,105.0
2020-09-22 17:02:00,120.35,120.35,120.35,120.35,200.0
2020-09-22 16:58:00,120.51,120.51,120.51,120.51,163.0
2020-09-22 16:29:00,120.4,120.4,120.4,120.4,500.0
2020-09-22 16:15:00,120.4979,120.4979,120.4979,120.4979,109.0
2020-09-22 16:03:00,120.51,120.51,120.51,120.51,7716.0
2020-09-22 16:02:00,120.51,120.51,120.51,120.51,104.0
2020-09-22 16:01:00,120.51,120.51,120.51,120.51,53462.0
2020-09-22 16:00:00,120.53,120.62,120.48,120.52,46655.0
2020-09-22 15:59:00,120.58,120.5831,120.52,120.53,21080.0
2020-09-22 15:58:00,120.58,120.62,120.525,120.57,22221.0
2020-09-22 15:57:00,120.6,120.61,120.56,120.58,20009.0
2020-09-22 15:56:00,120.55,120.6233,120.55,120.61,15296.0
2020-09-22 15:55:00,120.48,120.535,120.46,120.535,6789.0
2020-09-22 15:54:00,120.44,120.5,120.4254,120.455,19694.0
2020-09-22 15:53:00,120.49,120.555,120.445,120.46,7608.0
2020-09-22 15:52:00,120.605,120.62,120.47,120.4895,12543.0
2020-09-22 15:51:00,120.74,120.74,120.59,120.5987,19043.0
2020-09-22 15:50:00,120.716,120.79,120.716,120.75,11797.0
2020-09-22 15:49:00,120.7399,120.75,120.66,120.73,8525.0
2020-09-22 15:48:00,120.785,120.8,120.73,120.73,10316.0
2020-09-22 15:47:00,120.76,120.8099,120.73,120.8099,8004.0
2020-09-22 15:46:00,120.66,120.76,120.625,120.76,8897.0
2020-09-22 15:45:00,120.64,120.65,120.6,120.65,7004.0
2020-09-22 15:44:00,120.64,120.64,120.5901,120.64,8956.0
2020-09-22 15:43:00,120.64,120.665,120.621,120.6433,6579.0
2020-09-22 15:42:00,120.71,120.73,120.64,120.65,6913.0
2020-09-22 15:41:00,120.63,120.72,120.62,120.7073,12678.0
2020-09-22 15:40:00,120.59,120.66,120.59,120.65,8861.0
2020-09-22 15:39:00,120.65,120.65,120.578,120.59,5751.0
2020-09-22 15:38:00,120.69,120.7,120.64,120.64,7168.0
2020-09-22 15:37:00,120.62,120.683,120.62,120.683,5109.0
2020-09-22 15:36:00,120.56,120.62,120.54,120.61,4916.0
