date,open,high,low,close,volume
2020-09-22 19:59:00,207.31,207.38,207.3,207.38,2334.0
2020-09-22 19:58:00,207.31,207.31,207.31,207.31,746.0
2020-09-22 19:57:00,207.3,207.3,207.3,207.3,328.0
2020-09-22 19:55:00,207.4,207.4,207.4,207.4,483.0
2020-09-22 19:53:00,207.13,207.13,207.13,207.13,5001.0
2020-09-22 19:51:00,207.09,207.59,207.09,207.59,2348.0
2020-09-22 19:50:00,207.3,207.3,207.3,207.3,5420.0
2020-09-22 19:49:00,207.38,207.38,207.3,207.3,1109.0
2020-09-22 19:45:00,207.29,207.35,207.0,207.33,2724.0
2020-09-22 19:44:00,206.93,207.2,206.93,207.12,2181.0
2020-09-22 19:43:00,207.1,207.1,207.1,207.1,542.0
2020-09-22 19:42:00,207.29,207.29,207.06,207.1,1574.0
2020-09-22 19:41:00,206.9,206.9,206.9,206.9,271.0
2020-09-22 19:39:00,207.06,207.4,206.98,207.1,2250.0
2020-09-22 19:38:00,206.81,206.83,206.8,206.82,2079.0
2020-09-22 19:37:00,206.99,206.99,206.73,206.73,310.0
2020-09-22 19:34:00,207.15,207.19,206.71,206.75,2320.0
2020-09-22 19:32:00,206.9,206.9,206.9,206.9,1052.0
2020-09-22 19:31:00,206.7,206.7,206.7,206.7,636.0
2020-09-22 19:23:00,206.64,207.2,206.54,206.54,3131.0
2020-09-22 19:22:00,206.56,206.56,206.56,206.56,421.0
2020-09-22 19:21:00,206.7,206.7,206.7,206.7,270.0
2020-09-22 19:20:00,206.7,206.7,206.7,206.7,377.0
2020-09-22 19:19:00,206.7,206.7,206.7,206.7,237.0
2020-09-22 19:18:00,206.5,206.7,206.5,206.7,655.0
2020-09-22 19:17:00,206.58,206.7,206.51,206.7,1020.0
2020-09-22 19:15:00,206.7,206.7,206.7,206.7,254.0
2020-09-22 19:14:00,206.7,206.7,206.7,206.7,446.0
2020-09-22 19:13:00,206.71,206.71,206.71,206.71,723.0
2020-09-22 19:11:00,206.88,206.88,206.88,206.88,174.0
2020-09-22 19:07:00,206.79,206.79,206.79,206.79,277.0
2020-09-22 19:05:00,206.62,206.71,206.62,206.71,367.0
2020-09-22 19:02:00,206.62,206.62,206.62,206.62,205.0
2020-09-22 19:00:00,206.61,206.61,206.51,206.51,655.0
2020-09-22 18:58:00,206.85,206.85,206.82,206.82,448.0
2020-09-22 18:56:00,207.0,207.0,207.0,207.0,1662.0
2020-09-22 18:55:00,206.94,206.94,206.9,206.9,903.0
2020-09-22 18:54:00,206.97,206.97,206.65,206.65,1531.0
2020-09-22 18:53:00,207.0,207.0,206.6,206.6,1458.0
2020-09-22 18:52:00,207.02,207.02,207.0,207.0,2889.0
2020-09-22 18:51:00,207.18,207.18,207.01,207.02,831.0
2020-09-22 18:49:00,207.07,207.07,207.03,207.03,901.0
2020-09-22 18:48:00,207.2,207.2,207.2,207.2,1020.0
2020-09-22 18:46:00,207.07,207.07,207.07,207.07,111.0
2020-09-22 18:45:00,207.29,207.29,207.29,207.29,357.0
2020-09-22 18:44:00,207.16,207.16,207.14,207.14,531.0
2020-09-22 18:43:00,207.17,207.17,207.17,207.17,210.0
2020-09-22 18:35:00,207.3,207.35,207.3,207.35,809.0
2020-09-22 18:33:00,207.28,207.28,207.28,207.28,269.0
2020-09-22 18:32:00,207.3,207.3,207.3,207.3,2036.0
2020-09-22 18:31:00,207.28,207.28,207.28,207.28,497.0
