open,high,low,close,volume
123.3455,123.4,123.3194,123.3233,6682.0
123.18,123.325,123.17,123.31,4454.0
123.17,123.24,123.13,123.19,4778.0
123.18,123.19,123.1,123.1474,5262.0
123.24,123.26,123.14,123.17,6291.0
123.24,123.35,123.18,123.18,11423.0
123.33,123.4,123.22,123.24,8611.0
123.4592,123.4592,123.33,123.33,5265.0
123.54,123.5764,123.395,123.45,8635.0
123.39,123.5395,123.39,123.52,8664.0
123.21,123.34,123.21,123.34,8778.0
123.27,123.27,123.16,123.19,10434.0
123.28,123.31,123.2,123.29,7700.0
123.31,123.33,123.2348,123.28,11598.0
123.3616,123.385,123.3,123.36,7671.0
123.375,123.42,123.32,123.37,16533.0
123.385,123.44,123.34,123.39,13296.0
123.01,123.36,122.94,123.36,12131.0
122.99,123.0703,122.97,122.98,9325.0
123.38,123.38,122.96,122.99,13337.0
123.445,123.47,123.27,123.38,14303.0
123.49,123.521,123.3,123.47,21393.0
123.4,123.54,123.4,123.5,14630.0
123.1,123.37,123.1,123.365,32557.0
123.005,123.17,122.86,123.0955,13407.0
122.82,123.1,122.75,122.98,20468.0
122.53,122.97,122.3,122.875,389758.0
123.48,123.48,123.03,123.03,904.0
123.25,123.25,123.25,123.25,200.0
123.19,123.5,123.19,123.5,2754.0
123.07,123.07,123.07,123.07,100.0
123.1,123.1,123.1,123.1,141.0
123.45,123.48,123.3,123.3,2416.0
123.23,123.39,123.23,123.39,305.0
123.2,123.2,123.2,123.2,218.0
123.01,123.01,123.01,123.01,220.0
123.2,123.2,123.2,123.2,1266.0
123.18,123.19,123.13,123.13,925.0
122.6,122.7,122.6,122.7,681.0
122.7,122.7,122.7,122.7,101.0
122.7,122.7,122.7,122.7,211.0
122.63,122.66,122.63,122.66,1100.0
122.4,122.4,122.4,122.4,197.0
122.4,122.41,122.4,122.4,851.0
122.2,122.2,122.2,122.2,445.0
122.2,122.2,122.2,122.2,2400.0
122.19,122.19,122.19,122.19,300.0
122.18,122.2,122.18,122.2,506.0
122.2,122.2,122.2,122.2,400.0
122.0298,122.2,122.0291,122.2,1631.0
122.2,122.2,122.2,122.2,585.0
122.0,122.0,122.0,122.0,121.0
122.5,122.5,122.5,122.5,705.0
122.7,122.7,122.7,122.7,162.0
122.7,122.7,122.7,122.7,100.0
122.44,122.44,122.44,122.44,1077.0
122.26,122.26,122.26,122.26,2787.0
122.49,122.49,122.49,122.49,211.0
122.26,122.26,122.26,122.26,14654.0
122.26,122.26,122.26,122.26,97427.0
122.26,122.3,122.16,122.26,68054.0
122.36,122.4,122.25,122.2542,55651.0
122.4,122.45,122.35,122.36,54291.0
122.51,122.51,122.39,122.3932,34639.0
122.66,122.675,122.48,122.52,43388.0
122.61,122.7,122.605,122.66,27917.0
122.71,122.72,122.56,122.6,34960.0
122.5,122.73,122.5,122.71,22025.0
122.55,122.58,122.48,122.49,25086.0
122.71,122.73,122.52,122.55,20533.0
122.66,122.695,122.61,122.695,27223.0
122.73,122.73,122.63,122.65,18615.0
122.79,122.79,122.71,122.72,15876.0
122.75,122.85,122.715,122.825,13220.0
122.9,122.9,122.76,122.78,9140.0
122.9822,122.99,122.87,122.91,10768.0
123.02,123.03,122.93,122.99,14697.0
122.8618,122.9942,122.86,122.98,12944.0
122.97,122.99,122.8601,122.9,14675.0
123.03,123.08,122.97,123.02,17381.0
123.06,123.1,123.03,123.04,10787.0
123.105,123.18,123.06,123.06,20527.0
123.17,123.2,123.11,123.12,6437.0
123.26,123.26,123.11,123.155,10310.0
123.29,123.32,123.18,123.25,10212.0
123.391,123.41,123.3,123.3,6172.0
123.41,123.44,123.37,123.4,8738.0
123.44,123.44,123.39,123.41,6800.0
123.46,123.53,123.42,123.42,6769.0
123.44,123.45,123.3599,123.45,7241.0
123.4,123.4489,123.38,123.4489,9270.0
123.5,123.5,123.33,123.39,25617.0
123.54,123.55,123.48,123.5,5198.0
123.56,123.57,123.48,123.53,11209.0
123.6,123.6,123.53,123.56,5470.0
123.59,123.63,123.5711,123.61,6831.0
123.64,123.64,123.595,123.6,5928.0
123.58,123.65,123.55,123.65,4848.0
123.65,123.655,123.5622,123.5829,7330.0
123.6,123.7,123.59,123.67,9536.0
123.47,123.5923,123.47,123.57,7719.0
123.43,123.47,123.4247,123.47,7809.0
123.372,123.42,123.372,123.42,3357.0
123.33,123.3944,123.31,123.36,13755.0
123.44,123.59,123.3478,123.3478,12618.0
123.43,123.45,123.39,123.438,8678.0
123.4878,123.4878,123.42,123.43,4068.0
123.44,123.5,123.435,123.47,6559.0
123.47,123.49,123.41,123.43,7514.0
123.52,123.52,123.47,123.48,3948.0
123.49,123.5164,123.4601,123.5164,3753.0
123.52,123.53,123.48,123.52,3454.0
123.54,123.54,123.495,123.52,4763.0
123.51,123.54,123.51,123.526,3402.0
123.49,123.53,123.46,123.52,5508.0
123.5061,123.52,123.46,123.485,4876.0
123.48,123.5,123.435,123.5,6135.0
123.48,123.4964,123.4329,123.48,6968.0
123.495,123.54,123.48,123.49,10094.0
123.46,123.5,123.43,123.4867,5833.0
123.49,123.49,123.45,123.47,4330.0
123.49,123.51,123.46,123.49,3170.0
123.453,123.53,123.453,123.51,11980.0
123.52,123.52,123.436,123.4678,3221.0
123.48,123.52,123.48,123.52,8570.0
123.49,123.5164,123.47,123.47,7618.0
123.49,123.51,123.47,123.51,4021.0
123.45,123.4756,123.41,123.4756,4310.0
123.51,123.51,123.45,123.46,1842.0
123.51,123.52,123.44,123.5,6466.0
123.48,123.51,123.46,123.4891,4036.0
123.43,123.47,123.4,123.47,2675.0
123.44,123.47,123.405,123.459,5471.0
123.44,123.5,123.42,123.42,6784.0
123.49,123.49,123.43,123.44,4840.0
123.49,123.51,123.475,123.4882,5268.0
123.435,123.51,123.41,123.51,7359.0
123.4055,123.4201,123.39,123.42,7850.0
123.385,123.43,123.38,123.4,6211.0
123.44,123.44,123.34,123.35,6241.0
123.41,123.44,123.405,123.44,4860.0
123.4,123.43,123.375,123.41,3267.0
123.42,123.42,123.38,123.405,3927.0
123.395,123.4468,123.3922,123.43,4267.0
123.36,123.4,123.36,123.39,4195.0
123.36,123.37,123.32,123.37,5104.0
123.38,123.4,123.36,123.4,3246.0
123.34,123.4179,123.33,123.37,5753.0
123.27,123.3316,123.27,123.3316,3780.0
123.22,123.3,123.22,123.225,7332.0
123.24,123.27,123.21,123.21,4689.0
123.21,123.25,123.21,123.2382,4296.0
123.28,123.28,123.17,123.21,4091.0
123.3,123.3,123.22,123.275,4510.0
123.3,123.36,123.3,123.32,4926.0
123.29,123.2999,123.25,123.2999,3944.0
123.33,123.33,123.26,123.2889,4363.0
123.348,123.348,123.27,123.31,3712.0
123.34,123.3664,123.33,123.36,2951.0
123.35,123.36,123.3,123.32,4528.0
123.395,123.395,123.34,123.34,3985.0
123.3853,123.41,123.36,123.4,3477.0
123.41,123.43,123.36,123.385,5177.0
123.385,123.4078,123.33,123.4078,3058.0
123.42,123.42,123.4,123.4,3179.0
123.4144,123.4144,123.37,123.4,2961.0
123.4,123.4,123.365,123.39,11367.0
123.41,123.42,123.39,123.42,2323.0
123.39,123.41,123.38,123.41,2440.0
123.41,123.41,123.37,123.37,2354.0
123.36,123.38,123.35,123.38,5993.0
123.27,123.35,123.265,123.35,2066.0
123.32,123.32,123.26,123.26,4729.0
123.26,123.33,123.2,123.33,6808.0
123.14,123.26,123.135,123.25,16052.0
123.16,123.17,123.055,123.12,20424.0
123.195,123.25,123.18,123.18,4014.0
123.17,123.22,123.17,123.22,3253.0
123.25,123.25,123.17,123.17,4706.0
123.235,123.33,123.225,123.23,8954.0
123.155,123.24,123.155,123.23,11672.0
123.115,123.16,123.115,123.16,4850.0
123.145,123.15,123.09,123.13,5894.0
123.11,123.15,123.11,123.15,6363.0
123.1468,123.16,123.11,123.11,4788.0
123.2,123.2,123.13,123.131,2908.0
123.13,123.19,123.13,123.19,2247.0
123.14,123.16,123.11,123.11,4656.0
123.15,123.19,123.145,123.145,2165.0
123.15,123.19,123.14,123.16,5915.0
123.16,123.25,123.14,123.16,11918.0
123.13,123.145,123.1046,123.14,4067.0
123.17,123.18,123.14,123.15,4937.0
123.21,123.2355,123.19,123.1938,3472.0
123.23,123.26,123.2,123.24,9691.0
123.32,123.36,123.22,123.22,14978.0
123.33,123.34,123.28,123.32,4479.0
123.34,123.38,123.34,123.36,3161.0
123.3037,123.37,123.3,123.37,4833.0
123.37,123.37,123.32,123.33,3004.0
123.39,123.41,123.35,123.35,4959.0
123.34,123.39,123.34,123.38,4484.0
123.4,123.42,123.3645,123.37,3888.0
123.42,123.42,123.39,123.39,2806.0
123.358,123.45,123.358,123.45,8146.0
123.3278,123.37,123.32,123.35,7008.0
123.35,123.39,123.3,123.32,16135.0
123.3,123.39,123.29,123.35,9091.0
123.19,123.3,123.19,123.29,7886.0
123.17,123.33,123.17,123.2,10091.0
123.19,123.19,123.13,123.18,3707.0
123.175,123.175,123.12,123.14,5145.0
123.16,123.21,123.14,123.19,5114.0
123.2148,123.23,123.155,123.157,5205.0
123.21,123.23,123.2,123.22,3698.0
123.25,123.25,123.185,123.2001,4275.0
123.24,123.28,123.24,123.25,3768.0
123.295,123.3,123.24,123.25,3794.0
123.29,123.33,123.28,123.2997,5633.0
123.258,123.3,123.24,123.29,3883.0
123.21,123.23,123.19,123.23,4283.0
123.231,123.2423,123.2,123.2199,3943.0
123.29,123.29,123.21,123.2402,3042.0
123.28,123.31,123.275,123.29,6265.0
123.2686,123.285,123.24,123.27,3926.0
123.3,123.33,123.23,123.25,7035.0
123.27,123.2782,123.2421,123.27,5096.0
123.17,123.27,123.17,123.27,12669.0
123.14,123.18,123.12,123.17,4031.0
123.098,123.16,123.08,123.16,5034.0
123.105,123.12,123.1,123.105,4088.0
123.1495,123.1495,123.09,123.1,3099.0
123.1,123.145,123.1,123.12,7296.0
123.04,123.09,123.03,123.09,4780.0
123.035,123.0599,123.01,123.0382,4265.0
123.05,123.05,123.03,123.03,2219.0
122.94,123.07,122.935,123.07,11890.0
122.9,122.94,122.9,122.94,1239.0
122.81,122.8998,122.78,122.89,6966.0
122.82,122.87,122.79,122.8,10851.0
122.87,122.87,122.8191,122.82,6489.0
122.91,122.91,122.84,122.85,3899.0
122.89,122.91,122.89,122.89,3621.0
122.89,122.898,122.88,122.89,3274.0
122.9099,122.94,122.87,122.87,4864.0
122.88,122.9,122.88,122.9,2868.0
122.87,122.91,122.87,122.8878,5399.0
122.88,122.885,122.85,122.87,4408.0
122.86,122.86,122.86,122.86,837.0
122.89,122.8908,122.85,122.885,3566.0
122.94,122.95,122.868,122.868,3957.0
122.9086,122.95,122.9086,122.94,4773.0
122.91,122.92,122.89,122.902,2468.0
122.921,122.94,122.912,122.92,4779.0
122.94,122.96,122.91,122.92,3377.0
122.93,122.97,122.93,122.97,4019.0
122.93,122.94,122.89,122.92,9228.0
122.92,122.925,122.91,122.925,2437.0
122.95,122.984,122.93,122.94,5265.0
122.95,122.97,122.95,122.96,3904.0
122.93,122.96,122.92,122.96,4845.0
122.9,122.95,122.9,122.935,4043.0
122.8917,122.918,122.88,122.915,6638.0
122.88,122.9,122.84,122.9,1772.0
122.84,122.87,122.84,122.85,3791.0
122.85,122.85,122.83,122.83,1878.0
122.84,122.84,122.79,122.835,4998.0
122.795,122.85,122.7601,122.84,5361.0
122.815,122.815,122.78,122.78,12514.0
122.77,122.81,122.73,122.8,4952.0
122.7756,122.79,122.7422,122.7422,2257.0
122.78,122.807,122.75,122.75,4260.0
122.8378,122.85,122.7722,122.7722,2642.0
122.81,122.83,122.81,122.83,2963.0
122.83,122.86,122.79,122.8,4434.0
122.81,122.85,122.81,122.84,3309.0
122.763,122.79,122.75,122.79,7616.0
122.7278,122.76,122.71,122.75,2464.0
122.74,122.75,122.7,122.7201,3466.0
122.73,122.755,122.73,122.741,2379.0
